3.1	1	50.05	1	1	3.035	5.278	4.683
3.1	1	50.05	1	2	3.04	5.283	4.687
3.1	1	50.05	1	3	3.045	5.288	4.69
3.1	1	50.05	1	4	3.049	5.293	4.694
3.1	1	50.05	1	5	3.053	5.297	4.697
3.1	1	50.05	1	6	3.057	5.301	4.699
3.1	1	50.05	1	7	3.06	5.304	4.702
3.1	1	50.05	1	8	3.062	5.306	4.703
3.1	1	50.05	1	9	3.064	5.308	4.705
3.1	1	50.05	1	10	3.065	5.309	4.706
3.1	1	50.05	1	11	3.066	5.309	4.706
3.1	1	50.05	1	12	3.065	5.309	4.706
3.1	1	50.05	1	13	3.064	5.308	4.705
3.1	1	50.05	1	14	3.062	5.306	4.703
3.1	1	50.05	1	15	3.06	5.304	4.702
3.1	1	50.05	1	16	3.057	5.301	4.7
3.1	1	50.05	1	17	3.054	5.297	4.697
3.1	1	50.05	1	18	3.05	5.293	4.694
3.1	1	50.05	1	19	3.046	5.289	4.691
3.1	1	50.05	1	20	3.041	5.284	4.687
3.1	1	50.05	1	21	3.037	5.28	4.684
3.1	1	50.05	1	22	3.032	5.275	4.68
3.1	1	50.05	1	23	3.027	5.27	4.677
3.1	1	50.05	1	24	3.022	5.265	4.673
3.1	1	50.05	1	25	3.018	5.26	4.67
3.1	1	50.05	1	26	3.013	5.256	4.666
3.1	1	50.05	1	27	3.009	5.252	4.663
3.1	1	50.05	1	28	3.006	5.248	4.661
3.1	1	50.05	1	29	3.003	5.245	4.658
3.1	1	50.05	1	30	3	5.242	4.656
3.1	2	50.05	1	31	5.15	6.799	6.761
3.1	2	50.05	1	32	5.148	6.797	6.76
3.1	2	50.05	1	33	5.147	6.796	6.759
3.1	2	50.05	1	34	5.147	6.796	6.759
3.1	2	50.05	1	35	5.147	6.796	6.759
3.1	2	50.05	1	36	5.147	6.796	6.759
3.1	2	50.05	1	37	5.148	6.797	6.76
3.1	2	50.05	1	38	5.15	6.799	6.761
3.1	2	50.05	1	39	5.151	6.801	6.762
3.1	2	50.05	1	40	5.154	6.803	6.764
3.1	2	50.05	1	41	5.156	6.806	6.766
3.1	2	50.05	1	42	5.159	6.808	6.768
3.1	2	50.05	1	43	5.161	6.811	6.77
3.1	2	50.05	1	44	5.164	6.814	6.772
3.1	2	50.05	1	45	5.167	6.817	6.774
3.1	2	50.05	1	46	5.169	6.819	6.776
3.1	2	50.05	1	47	5.172	6.822	6.778
3.1	2	50.05	1	48	5.174	6.824	6.78
3.1	2	50.05	1	49	5.176	6.827	6.781
3.1	2	50.05	1	50	5.178	6.828	6.783
3.1	2	50.05	1	51	5.18	6.83	6.784
3.1	2	50.05	1	52	5.181	6.831	6.785
3.1	2	50.05	1	53	5.182	6.832	6.785
3.1	2	50.05	1	54	5.182	6.833	6.786
3.1	2	50.05	1	55	5.183	6.833	6.786
3.1	2	50.05	1	56	5.182	6.833	6.786
3.1	2	50.05	1	57	5.182	6.832	6.786
3.1	2	50.05	1	58	5.182	6.832	6.785
3.1	2	50.05	1	59	5.181	6.831	6.785
3.1	2	50.05	1	60	5.18	6.83	6.784
3.2	1	46	2	1	3.089	5.046	4.489
3.2	1	46	2	2	3.096	5.054	4.495
3.2	1	46	2	3	3.104	5.061	4.5
3.2	1	46	2	4	3.111	5.068	4.505
3.2	1	46	2	5	3.117	5.075	4.51
3.2	1	46	2	6	3.123	5.081	4.515
3.2	1	46	2	7	3.128	5.086	4.518
3.2	1	46	2	8	3.131	5.089	4.521
3.2	1	46	2	9	3.134	5.092	4.523
